Rk,ID,Player,Pos,Week,Team,Opp,Att,Yds,Yds/Att,TD,Targets,Rec,Yds,TD,Fum,Lost,Fantasy Points
55,18690,Jalen Richard,RB,1,OAK,TEN,5,22,4,0,1,1,6,0,1,0,3.80
56,19562,Austin Ekeler,RB,1,LAC,DEN,0,0,0,0,2,2,18,0,0,0,3.80
57,14901,Kyle Juszczyk,FB,1,SF,CAR,1,0,0,0,4,2,17,0,0,0,3.70
58,19078,Matt Dayes,RB,1,CLE,PIT,3,7,2,0,2,2,9,0,0,0,3.60
59,16112,Jeremy Hill,RB,1,CIN,BAL,6,26,4,0,1,1,-2,0,0,0,3.40
60,14917,Rex Burkhead,RB,1,NE,KC,3,15,5,0,3,1,8,0,0,0,3.30
61,18451,Rob Kelley,RB,1,WAS,PHI,10,30,3,0,1,0,0,0,0,0,3
62,7969,Jamaal Charles,RB,1,DEN,LAC,10,40,4,0,1,0,0,0,1,1,3
63,17959,Derrick Henry,RB,1,TEN,OAK,6,25,4,0,0,0,0,0,0,0,2.50
64,16008,Orleans Darkwa,RB,1,NYG,DAL,3,14,5,0,1,1,-1,0,0,0,2.30
65,18152,Dwayne Washington,RB,1,DET,ARI,6,22,4,0,0,0,0,0,0,0,2.20
66,18070,Wendell Smallwood,RB,1,PHI,WAS,4,4,1,0,1,1,5,0,0,0,1.90
67,4807,Adrian Peterson,RB,1,NO,MIN,6,18,3,0,1,0,0,0,0,0,1.80
68,14786,Patrick DiMarco,FB,1,BUF,NYJ,0,0,0,0,1,1,5,0,0,0,1.50
69,14533,Robert Turbin,RB,1,IND,LAR,2,7,4,0,1,1,-4,0,0,0,1.30
70,18983,James Conner,RB,1,PIT,CLE,4,11,3,0,0,0,0,0,0,0,1.10
71,17965,CJ Prosise,RB,1,SEA,GB,4,11,3,0,0,0,0,0,0,0,1.10
72,19319,Matt Breida,RB,1,SF,CAR,4,11,3,0,0,0,0,0,0,0,1.10
73,16345,Branden Oliver,RB,1,LAC,DEN,4,10,3,0,1,0,0,0,0,0,1
74,18995,Jamaal Williams,RB,1,GB,SEA,2,9,5,0,0,0,0,0,0,0,0.90
75,12708,Dion Lewis,RB,1,NE,KC,2,9,5,0,0,0,0,0,0,0,0.90
76,16928,Michael Burton,FB,1,CHI,ATL,1,7,7,0,0,0,0,0,0,0,0.70
77,15071,Latavius Murray,RB,1,MIN,NO,2,6,3,0,0,0,0,0,1,0,0.60
78,18957,D'Onta Foreman,RB,1,HOU,JAX,1,4,4,0,0,0,0,0,0,0,0.40
79,15138,Eddie Lacy,RB,1,SEA,GB,5,3,1,0,0,0,0,0,0,0,0.30
80,1589,John Kuhn,FB,1,NO,MIN,1,2,2,0,0,0,0,0,0,0,0.20
81,19529,Justin Davis,RB,1,LAR,IND,1,1,1,0,0,0,0,0,0,0,0.10
82,14269,Alfred Morris,RB,1,DAL,NYG,4,1,0,0,0,0,0,0,0,0,0.10
83,15616,Fozzy Whittaker,RB,1,CAR,SF,1,1,1,0,0,0,0,0,0,0,0.10
84,18114,Dan Vitale,FB,1,CLE,PIT,0,0,0,0,0,0,0,0,0,0,0
85,13063,Taiwan Jones,RB,1,BUF,NYJ,0,0,0,0,0,0,0,0,0,0,0
86,15966,David Fluellen,RB,1,TEN,OAK,0,0,0,0,0,0,0,0,0,0,0
87,17217,Raheem Mostert,RB,1,SF,CAR,0,0,0,0,0,0,0,0,0,0,0
88,14783,James Develin,RB,1,NE,KC,0,0,0,0,0,0,0,0,0,0,0
89,16966,Aaron Ripkowski,FB,1,GB,SEA,0,0,0,0,0,0,0,0,0,0,0
90,18115,Derek Watt,FB,1,LAC,DEN,0,0,0,0,0,0,0,0,0,0,0
91,18993,Samaje Perine,RB,1,WAS,PHI,0,0,0,0,0,0,0,0,0,0,0
92,19548,Corey Clement,RB,1,PHI,WAS,0,0,0,0,0,0,0,0,0,0,0
93,18617,Elijhaa Penny,RB,1,ARI,DET,0,0,0,0,0,0,0,0,0,0,0
94,15207,Benjamin Cunningham,RB,1,CHI,ATL,0,0,0,0,0,0,0,0,0,0,0
95,16378,Keith Smith,FB,1,DAL,NYG,0,0,0,0,0,0,0,0,0,0,0
96,15631,Derrick Coleman,FB,1,ATL,CHI,0,0,0,0,1,0,0,0,0,0,0
97,18652,CJ Ham,RB,1,MIN,NO,0,0,0,0,0,0,0,0,0,0,0
98,13102,Jordan Todman,RB,1,HOU,JAX,0,0,0,0,0,0,0,0,0,0,0
99,13741,Brandon Bolden,RB,1,NE,KC,0,0,0,0,0,0,0,0,0,0,0
100,19109,Elijah McGuire,RB,1,NYJ,BUF,0,0,0,0,0,0,0,0,0,0,0
101,13418,Anthony Sherman,FB,1,KC,NE,0,0,0,0,0,0,0,0,0,0,0
102,17197,Corey Grant,RB,1,JAX,HOU,0,0,0,0,0,0,0,0,0,0,0
103,14549,Joe Banyard,RB,1,BUF,NYJ,0,0,0,0,0,0,0,0,0,0,0
104,17360,Rod Smith,RB,1,DAL,NYG,0,0,0,0,0,0,0,0,0,0,0
105,18093,Andy Janovich,FB,1,DEN,LAC,0,0,0,0,0,0,0,0,0,0,0
106,17066,Terrell Watson,RB,1,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0
107,16534,Roosevelt Nix,RB,1,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0
108,16869,Jalston Fowler,RB,1,TEN,OAK,0,0,0,0,0,0,0,0,0,0,0
109,17089,Terron Ward,RB,1,ATL,CHI,0,0,0,0,0,0,0,0,0,0,0
110,19090,Devante Mays,RB,1,GB,SEA,0,0,0,0,0,0,0,0,0,0,0
111,19541,Shane Smith,FB,1,NYG,DAL,0,0,0,0,0,0,0,0,0,0,0
112,16210,Jay Prosch,FB,1,HOU,JAX,0,0,0,0,0,0,0,0,0,0,0
113,18339,Tre Madden,RB,1,SEA,GB,0,0,0,0,0,0,0,0,0,0,0
114,19085,De'Angelo Henderson,RB,1,DEN,LAC,0,0,0,0,0,0,0,0,0,0,0
