Rk,ID,Player,Pos,Week,Team,Opp,Att,Yds,Yds/Att,TD,Targets,Rec,Yds,TD,Fum,Lost,Fantasy Points
93,15966,David Fluellen,RB,3,TEN,SEA,0,0,0,0,0,0,0,0,0,0,0
94,13102,Jordan Todman,RB,3,HOU,NE,0,0,0,0,0,0,0,0,0,0,0
95,16966,Aaron Ripkowski,FB,3,GB,CIN,0,0,0,0,0,0,0,0,0,0,0
96,14789,Jamize Olawale,FB,3,OAK,WAS,0,0,0,0,0,0,0,0,0,0,0
97,19529,Justin Davis,RB,3,LAR,SF,0,0,0,0,0,0,0,0,0,0,0
98,15631,Derrick Coleman,FB,3,ATL,DET,0,0,0,0,0,0,0,0,0,0,0
99,16441,Senorise Perry,RB,3,MIA,NYJ,0,0,0,0,0,0,0,0,0,0,0
100,14786,Patrick DiMarco,FB,3,BUF,DEN,0,0,0,0,0,0,0,0,0,0,0
101,14783,James Develin,RB,3,NE,HOU,0,0,0,0,0,0,0,0,0,0,0
102,18983,James Conner,RB,3,PIT,CHI,0,0,0,0,0,0,0,0,0,0,0
103,16378,Keith Smith,FB,3,DAL,ARI,0,0,0,0,0,0,0,0,0,0,0
104,17360,Rod Smith,RB,3,DAL,ARI,0,0,0,0,0,0,0,0,0,0,0
105,13063,Taiwan Jones,RB,3,BUF,DEN,0,0,0,0,0,0,0,0,0,0,0
106,19045,Aaron Jones,RB,3,GB,CIN,0,0,0,0,0,0,0,0,0,0,0
107,18617,Elijhaa Penny,RB,3,ARI,DAL,0,0,0,0,0,0,0,0,0,0,0
108,16928,Michael Burton,FB,3,CHI,PIT,0,0,0,0,1,0,0,0,0,0,0
109,18375,Peyton Barber,RB,3,TB,MIN,0,0,0,0,0,0,0,0,0,0,0
110,17199,Akeem Hunt,RB,3,KC,LAC,0,0,0,0,0,0,0,0,0,0,0
111,18115,Derek Watt,FB,3,LAC,KC,0,0,0,0,0,0,0,0,0,0,0
112,16534,Roosevelt Nix,RB,3,PIT,CHI,0,0,0,0,0,0,0,0,0,0,0
113,16210,Jay Prosch,FB,3,HOU,NE,0,0,0,0,0,0,0,0,0,0,0
114,16869,Jalston Fowler,RB,3,TEN,SEA,0,0,0,0,0,0,0,0,0,0,0
115,19541,Shane Smith,FB,3,NYG,PHI,0,0,0,0,0,0,0,0,0,0,0
116,13741,Brandon Bolden,RB,3,NE,HOU,0,0,0,0,0,0,0,0,0,0,0
117,19072,Alex Armah,RB,3,CAR,NO,0,0,0,0,0,0,0,0,0,0,0
118,17050,Thomas Rawls,RB,3,SEA,TEN,0,0,0,0,0,0,0,0,0,0,0
119,18339,Tre Madden,RB,3,SEA,TEN,0,0,0,0,0,0,0,0,0,0,0
120,19090,Devante Mays,RB,3,GB,CIN,0,0,0,0,0,0,0,0,0,0,0
