Rk,ID,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,Yds/Target,Yds/Rec,Rush,Yds,TD,Fum,Lost,Fantasy Points
79,14141,Cole Beasley,WR,4,DAL,LAR,6,3,50,17,0,12,3,6,0,0,0,0,0,4.70
80,15196,Kenny Stills,WR,4,MIA,NO,3,3,100,13,0,6,4,4,0,0,0,1,0,4.30
81,16567,Brandon Coleman,WR,4,NO,MIA,1,1,100,31,0,31,31,31,0,0,0,0,0,4.10
82,13887,Travis Benjamin,WR,4,LAC,PHI,5,2,40,21,0,19,4,11,0,0,0,1,0,4.10
83,3943,DeSean Jackson,WR,4,TB,NYG,6,2,33,20,0,11,3,10,0,0,0,0,0,4
84,16258,Marqise Lee,WR,4,JAX,NYJ,3,2,67,18,0,10,6,9,0,0,0,0,0,3.80
85,11463,Brandon LaFell,WR,4,CIN,CLE,3,2,67,17,0,9,6,9,0,0,0,0,0,3.70
86,14871,Robert Woods,WR,4,LAR,DAL,6,2,33,17,0,19,3,9,0,0,0,0,0,3.70
87,17986,Tyler Boyd,WR,4,CIN,CLE,2,2,100,15,0,9,8,8,0,0,0,0,0,3.50
88,11182,Eric Decker,WR,4,TEN,HOU,2,2,100,13,0,7,7,7,0,0,0,0,0,3.30
89,18985,Amara Darboh,WR,4,SEA,IND,4,2,50,10,0,5,3,5,0,0,0,0,0,3
90,16765,Amari Cooper,WR,4,OAK,DEN,8,2,25,9,0,8,1,5,0,0,0,0,0,2.90
91,18926,Zay Jones,WR,4,BUF,ATL,5,1,20,18,0,18,4,18,0,0,0,0,0,2.80
92,14865,Marquise Goodwin,WR,4,SF,ARI,2,1,50,18,0,18,9,18,0,0,0,0,0,2.80
93,16790,Phillip Dorsett,WR,4,NE,CAR,1,1,100,17,0,17,17,17,0,0,0,0,0,2.70
94,16003,Sammy Watkins,WR,4,LAR,DAL,2,1,50,17,0,17,9,17,0,0,0,0,0,2.70
95,14850,Russell Shepard,WR,4,CAR,NE,1,1,100,13,0,13,13,13,0,0,0,0,0,2.30
96,16731,Chris Matthews,WR,4,BAL,PIT,2,1,50,12,0,12,6,12,0,0,0,0,0,2.20
97,11197,Demaryius Thomas,WR,4,DEN,OAK,5,1,20,11,0,11,2,11,0,0,0,0,0,2.10
98,19514,Keelan Cole,WR,4,JAX,NYJ,6,1,17,10,0,10,2,10,0,0,0,0,0,2
99,13264,Andre Holmes,WR,4,BUF,ATL,1,1,100,10,0,10,10,10,0,0,0,0,0,2
100,12830,Torrey Smith,WR,4,PHI,LAC,3,1,33,9,0,9,3,9,0,0,0,0,0,1.90
101,16728,Dontrelle Inman,WR,4,LAC,PHI,1,1,100,7,0,7,7,7,0,0,0,0,0,1.70
102,13878,Mohamed Sanu,WR,4,ATL,BUF,3,1,33,3,0,3,1,3,1,4,0,0,0,1.70
103,16787,Breshad Perriman,WR,4,BAL,PIT,4,1,25,6,0,6,2,6,0,0,0,0,0,1.60
104,14978,Justin Hunter,WR,4,PIT,BAL,2,1,50,5,0,5,3,5,0,0,0,0,0,1.50
105,12722,Kamar Aiken,WR,4,IND,SEA,5,1,20,4,0,4,1,4,0,0,0,0,0,1.40
106,17141,Damiere Byrd,WR,4,CAR,NE,1,0,0,0,0,0,0,0,1,12,0,0,0,1.20
107,18401,Tommylee Lewis,WR,4,NO,MIA,2,1,50,1,0,1,1,1,0,0,0,0,0,1.10
108,18971,Taywan Taylor,WR,4,TEN,HOU,1,0,0,0,0,0,0,0,1,6,0,0,0,0.60
109,8771,Darrius Heyward-Bey,WR,4,PIT,BAL,0,0,0,0,0,0,0,0,1,3,0,0,0,0.30
110,16866,Jamison Crowder,WR,4,WAS,KC,1,1,100,-7,0,-7,-7,-7,0,0,0,1,0,0.30
111,11565,Andre Roberts,WR,4,ATL,BUF,0,0,0,0,0,0,0,0,0,0,0,1,0,0
112,19317,Victor Bolden Jr.,WR,4,SF,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,18039,Pharoh Cooper,WR,4,LAR,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,19080,Noah Brown,WR,4,DAL,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,16129,Taylor Gabriel,WR,4,ATL,BUF,5,0,0,0,0,0,0,0,0,0,0,0,0,0
116,17079,Kasen Williams,WR,4,CLE,CIN,2,0,0,0,0,0,0,0,0,0,0,0,0,0
117,18197,Alex Erickson,WR,4,CIN,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,18047,Demarcus Robinson,WR,4,KC,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,18209,Marcus Johnson,WR,4,PHI,LAC,1,0,0,0,0,0,0,0,0,0,0,0,0,0
120,14847,Ifeanyi Momah,WR,4,ARI,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,19403,Krishawn Hogan,WR,4,IND,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,19021,Chad Hansen,WR,4,NYJ,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,18116,Cody Core,WR,4,CIN,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,18660,Maxwell McCaffrey,WR,4,JAX,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,14465,Jarius Wright,WR,4,MIN,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,17153,Jordan Taylor,WR,4,DEN,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,17914,Laquon Treadwell,WR,4,MIN,DET,2,0,0,0,0,0,0,0,0,0,0,0,0,0
128,18285,Roger Lewis,WR,4,NYG,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,17113,Quinton Dunbar,WR,4,WAS,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,18080,Trevor Davis,WR,4,GB,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,17799,Jordan Leslie,WR,4,CLE,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,15725,Brittan Golden,WR,4,ARI,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,18014,Leonte Carroo,WR,4,MIA,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,18103,Jakeem Grant,WR,4,MIA,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,19276,Austin Carr,WR,4,NO,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,18965,Ardarius Stewart,WR,4,NYJ,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,16884,Vince Mayle,WR,4,BAL,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,13117,Dwayne Harris,WR,4,NYG,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,19627,Chris Thompson,WR,4,HOU,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,16469,Jared Abbrederis,WR,4,DET,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,16305,De'Anthony Thomas,WR,4,KC,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,16979,Neal Sterling,WR,4,NYJ,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,19023,Mack Hollins,WR,4,PHI,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,17355,Quan Bray,WR,4,IND,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,11501,Arrelious Benn,WR,4,JAX,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,18880,Chris Godwin,WR,4,TB,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,19043,Isaiah McKenzie,WR,4,DEN,OAK,2,0,0,0,0,0,0,0,0,0,0,2,0,0
148,18269,Geronimo Allison,WR,4,GB,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,19017,Josh Reynolds,WR,4,LAR,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,18089,Rashard Higgins,WR,4,CLE,CIN,4,0,0,0,0,0,0,0,0,0,0,0,0,0
151,16536,Bernard Reedy,WR,4,TB,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,14973,Markus Wheaton,WR,4,CHI,GB,3,0,0,0,0,0,0,0,0,0,0,0,0,0
153,16480,Jeff Janis,WR,4,GB,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,19501,Justin Hardee,WR,4,NO,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,3601,Eric Weems,WR,4,TEN,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,16944,Kaelin Clay,WR,4,BUF,ATL,2,0,0,0,0,0,0,0,0,0,0,0,0,0
157,18602,Tanner McEvoy,WR,4,SEA,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,19008,Ryan Switzer,WR,4,DAL,LAR,0,0,0,0,0,0,0,0,1,3,0,1,1,-0.70
