Rk,ID,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,Yds/Target,Yds/Rec,Rush,Yds,TD,Fum,Lost,Fantasy Points
82,16263,Allen Robinson,WR,1,JAX,HOU,1,1,100,17,0,17,17,17,0,0,0,0,0,2.70
83,16768,Kevin White,WR,1,CHI,ATL,4,2,50,6,0,6,2,3,0,0,0,0,0,2.60
84,13856,Deonte Thompson,WR,1,CHI,ATL,2,1,50,15,0,15,8,15,0,0,0,1,0,2.50
85,8532,Kenny Britt,WR,1,CLE,PIT,3,1,33,13,0,13,4,13,0,0,0,0,0,2.30
86,11501,Arrelious Benn,WR,1,JAX,HOU,1,1,100,12,0,12,12,12,0,0,0,0,0,2.20
87,17986,Tyler Boyd,WR,1,CIN,BAL,4,1,25,11,0,11,3,11,0,0,0,0,0,2.10
88,14424,Brian Quick,WR,1,WAS,PHI,1,1,100,11,0,11,11,11,0,0,0,0,0,2.10
89,11667,Brandon Marshall,WR,1,NYG,DAL,4,1,25,10,0,10,3,10,0,0,0,0,0,2
90,8529,Mike Wallace,WR,1,BAL,CIN,1,1,100,8,0,8,8,8,0,0,0,0,0,1.80
91,19064,Trent Taylor,WR,1,SF,CAR,1,1,100,8,0,8,8,8,0,0,0,0,0,1.80
92,16830,Tyler Lockett,WR,1,SEA,GB,3,1,33,8,0,8,3,8,0,0,0,0,0,1.80
93,15215,Tavon Austin,WR,1,LAR,IND,1,1,100,7,0,7,7,7,2,11,0,1,1,1.80
94,17914,Laquon Treadwell,WR,1,MIN,NO,1,1,100,7,0,7,7,7,0,0,0,0,0,1.70
95,13171,Aldrick Robinson,WR,1,SF,CAR,2,1,50,7,0,7,4,7,0,0,0,0,0,1.70
96,15150,Cordarrelle Patterson,WR,1,OAK,TEN,1,1,100,2,0,2,2,2,1,5,0,0,0,1.70
97,16787,Breshad Perriman,WR,1,BAL,CIN,4,1,25,5,0,5,1,5,0,0,0,0,0,1.50
98,12722,Kamar Aiken,WR,1,IND,LAR,2,1,50,3,0,3,2,3,0,0,0,0,0,1.30
99,16305,De'Anthony Thomas,WR,1,KC,NE,1,1,100,-2,0,-2,-2,-2,1,4,0,0,0,1.20
100,16012,Matt Hazel,WR,1,IND,LAR,1,1,100,1,0,1,1,1,0,0,0,0,0,1.10
101,16081,Michael Campanaro,WR,1,BAL,CIN,0,0,0,0,0,0,0,0,1,2,0,1,0,0.20
102,17939,Josh Doctson,WR,1,WAS,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,17355,Quan Bray,WR,1,IND,LAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0
104,15725,Brittan Golden,WR,1,ARI,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,3601,Eric Weems,WR,1,TEN,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,18928,Curtis Samuel,WR,1,CAR,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,18422,Khalif Raymond,WR,1,NYJ,BUF,0,0,0,0,0,0,0,0,0,0,0,2,0,0
108,18039,Pharoh Cooper,WR,1,LAR,IND,1,0,0,0,0,0,0,0,0,0,0,0,0,0
109,19318,Kendrick Bourne,WR,1,SF,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,19043,Isaiah McKenzie,WR,1,DEN,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,16790,Phillip Dorsett,WR,1,NE,KC,1,0,0,0,0,0,0,0,0,0,0,0,0,0
112,8771,Darrius Heyward-Bey,WR,1,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,19021,Chad Hansen,WR,1,NYJ,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,18985,Amara Darboh,WR,1,SEA,GB,1,0,0,0,0,0,0,0,0,0,0,0,0,0
115,18209,Marcus Johnson,WR,1,PHI,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,16848,Sammie Coates,WR,1,CLE,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,16480,Jeff Janis,WR,1,GB,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,18602,Tanner McEvoy,WR,1,SEA,GB,2,0,0,0,0,0,0,0,0,0,0,0,0,0
119,17113,Quinton Dunbar,WR,1,WAS,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,15509,Jaron Brown,WR,1,ARI,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,8373,Brandon Tate,WR,1,BUF,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,18157,Charone Peake,WR,1,NYJ,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,19017,Josh Reynolds,WR,1,LAR,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,13117,Dwayne Harris,WR,1,NYG,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,19023,Mack Hollins,WR,1,PHI,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,19008,Ryan Switzer,WR,1,DAL,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,19100,Stacy Coley,WR,1,MIN,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,17079,Kasen Williams,WR,1,CLE,PIT,2,0,0,0,0,0,0,0,0,0,0,0,0,0
129,19015,Jehu Chesson,WR,1,KC,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,16731,Chris Matthews,WR,1,BAL,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,18883,Juju Smith-Schuster,WR,1,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,18241,Johnny Holton,WR,1,OAK,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,17964,Braxton Miller,WR,1,HOU,JAX,1,0,0,0,0,0,0,0,0,0,0,0,0,0
134,18116,Cody Core,WR,1,CIN,BAL,2,0,0,0,0,0,0,0,0,0,0,0,0,0
135,17219,Daniel Brown,WR,1,CHI,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,17141,Damiere Byrd,WR,1,CAR,SF,1,0,0,0,0,0,0,0,0,0,0,0,0,0
137,16884,Vince Mayle,WR,1,BAL,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,18030,Chris Moore,WR,1,BAL,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,14847,Ifeanyi Momah,WR,1,ARI,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,16664,Bruce Ellington,WR,1,HOU,JAX,2,0,0,0,0,0,0,0,0,0,0,0,0,0
141,18508,Andy Jones,WR,1,HOU,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,19514,Keelan Cole,WR,1,JAX,HOU,2,0,0,0,0,0,0,0,0,0,0,0,0,0
143,16278,Cody Latimer,WR,1,DEN,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,16868,Justin Hardy,WR,1,ATL,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,18080,Trevor Davis,WR,1,GB,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,18047,Demarcus Robinson,WR,1,KC,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,18197,Alex Erickson,WR,1,CIN,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,16258,Marqise Lee,WR,1,JAX,HOU,4,0,0,0,0,0,0,0,0,0,0,0,0,0
149,11565,Andre Roberts,WR,1,ATL,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
