Rk,ID,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,Yds/Target,Yds/Rec,Rush,Yds,TD,Fum,Lost,Fantasy Points
20,17754,Will Tye,TE,1,NYJ,BUF,3,3,100,34,0,21,11,11,0,0,0,0,0,6.40
21,15602,Jack Doyle,TE,1,IND,LAR,3,2,67,41,0,21,14,21,0,0,0,0,0,6.10
22,13016,Virgil Green,TE,1,DEN,LAC,1,1,100,44,0,44,44,44,0,0,0,0,0,5.40
23,10974,Rob Gronkowski,TE,1,NE,KC,6,2,33,33,0,17,6,17,0,0,0,0,0,5.30
24,14876,Dion Sims,TE,1,CHI,ATL,3,2,67,31,0,22,10,16,0,0,0,0,0,5.10
25,18935,Gerald Everett,TE,1,LAR,IND,1,1,100,39,0,39,39,39,0,0,0,0,0,4.90
26,17223,Eric Tomlinson,TE,1,NYJ,BUF,2,2,100,25,0,25,13,13,0,0,0,0,0,4.50
27,11026,Jermaine Gresham,TE,1,ARI,DET,4,3,75,15,0,11,4,5,0,0,0,0,0,4.50
28,18876,David Njoku,TE,1,CLE,PIT,2,2,100,20,0,13,10,10,0,0,0,0,0,4
29,1658,Greg Olsen,TE,1,CAR,SF,4,2,50,18,0,17,5,9,0,0,0,0,0,3.80
30,13386,Lance Kendricks,TE,1,GB,SEA,4,2,50,18,0,9,5,9,0,0,0,0,0,3.80
31,11488,Jimmy Graham,TE,1,SEA,GB,7,3,43,8,0,6,1,3,0,0,0,0,0,3.80
32,18032,Tyler Higbee,TE,1,LAR,IND,3,2,67,17,0,9,6,9,0,0,0,0,0,3.70
33,7884,Antonio Gates,TE,1,LAC,DEN,3,2,67,17,0,11,6,9,0,0,0,0,0,3.70
34,18262,Stephen Anderson,TE,1,HOU,JAX,5,2,40,14,0,11,3,7,0,0,0,0,0,3.40
35,16954,Nick O'Leary,TE,1,BUF,NYJ,2,1,50,22,0,22,11,22,0,0,0,0,0,3.20
36,16853,Jeff Heuerman,TE,1,DEN,LAC,2,1,50,20,0,20,10,20,0,0,0,0,0,3
37,16451,Eric Ebron,TE,1,DET,ARI,3,2,67,9,0,5,3,5,0,0,0,0,0,2.90
38,16933,James O'Shaughnessy,TE,1,JAX,HOU,1,1,100,18,0,18,18,18,0,0,0,0,0,2.80
39,16931,Nick Boyle,TE,1,BAL,CIN,1,1,100,14,0,14,14,14,0,0,0,0,0,2.40
40,15640,Derek Carrier,TE,1,LAR,IND,2,1,50,12,0,12,6,12,0,0,0,0,0,2.20
41,5511,Brent Celek,TE,1,PHI,WAS,2,1,50,11,0,11,6,11,0,0,0,0,0,2.10
42,18019,Nick Vannett,TE,1,SEA,GB,1,1,100,10,0,10,10,10,0,0,0,0,0,2
43,14445,Rhett Ellison,TE,1,NYG,DAL,1,1,100,9,0,9,9,9,0,0,0,0,0,1.90
44,16846,Tyler Kroft,TE,1,CIN,BAL,1,1,100,5,0,5,5,5,0,0,0,0,0,1.50
45,16816,Maxx Williams,TE,1,BAL,CIN,1,1,100,5,0,5,5,5,0,0,0,0,0,1.50
46,14918,Tyler Eifert,TE,1,CIN,BAL,1,1,100,4,0,4,4,4,0,0,0,0,0,1.40
47,17750,Ross Travis,TE,1,KC,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48,19176,Darrell Daniels,TE,1,IND,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,15263,Luke Willson,TE,1,SEA,GB,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50,17005,Geoff Swaim,TE,1,DAL,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,11535,Michael Hoomanawanui,TE,1,NO,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,14985,Ryan Griffin,TE,1,HOU,JAX,1,0,0,0,0,0,0,0,0,0,0,0,0,0
53,14496,Garrett Celek,TE,1,SF,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,18101,Jerell Adams,TE,1,NYG,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,18105,David Morgan,TE,1,MIN,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,16395,Xavier Grimble,TE,1,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,12777,Lee Smith,TE,1,OAK,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,15937,Phillip Supernaw,TE,1,TEN,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,16491,Richard Rodgers,TE,1,GB,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,15247,Darren Fells,TE,1,DET,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,16656,Logan Thomas,TE,1,BUF,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,16648,Troy Niklas,TE,1,ARI,DET,2,0,0,0,0,0,0,0,0,0,0,0,0,0
63,19035,Eric Saubert,TE,1,ATL,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,3061,Marcedes Lewis,TE,1,JAX,HOU,2,0,0,0,0,0,0,0,0,0,0,0,0,0
65,15378,Levine Toilolo,TE,1,ATL,CHI,1,0,0,0,0,0,0,0,0,0,0,0,0,0
66,19599,Trey Edmunds,TE,1,NO,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,19010,Michael Roberts,TE,1,DET,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,14152,James Hanna,TE,1,DAL,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,16111,Ryan Hewitt,TE,1,CIN,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,15239,Vance McDonald,TE,1,PIT,CLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0
71,16988,Ben Koyack,TE,1,JAX,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,18931,Adam Shaheen,TE,1,CHI,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,17762,Chris Manhertz,TE,1,CAR,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,16878,Blake Bell,TE,1,MIN,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,17975,Hunter Henry,TE,1,LAC,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,13170,Niles Paul,TE,1,WAS,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,16829,Clive Walford,TE,1,OAK,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,18990,Jonnu Smith,TE,1,TEN,OAK,1,0,0,0,0,0,0,0,0,0,0,0,0,0
79,15866,Josh Hill,TE,1,NO,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,19559,Sean Culkin,TE,1,LAC,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,5084,Vernon Davis,TE,1,WAS,PHI,1,0,0,0,0,0,0,0,0,0,0,0,0,0
82,15965,Trey Burton,TE,1,PHI,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,15561,Brandon Williams,TE,1,IND,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,11345,Logan Paulsen,TE,1,SF,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,12153,Ed Dickson,TE,1,CAR,SF,1,0,0,0,0,0,0,0,0,0,0,0,0,0
86,13987,Dwayne Allen,TE,1,NE,KC,2,0,0,0,0,0,0,0,0,0,0,0,0,0
87,11756,Benjamin Watson,TE,1,BAL,CIN,1,0,0,0,0,0,0,0,0,0,0,0,0,0
88,19219,Cethan Carter,TE,1,CIN,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,16958,Randall Telfer,TE,1,CLE,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
