Rk,ID,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,Yds/Target,Yds/Rec,Rush,Yds,TD,Fum,Lost,Fantasy Points
44,19010,Michael Roberts,TE,4,DET,MIN,1,1,100,15,0,15,15,15,0,0,0,0,0,2.50
45,11535,Michael Hoomanawanui,TE,4,NO,MIA,2,1,50,13,0,13,7,13,0,0,0,0,0,2.30
46,16878,Blake Bell,TE,4,MIN,DET,1,1,100,12,0,12,12,12,0,0,0,0,0,2.20
47,16917,CJ Uzomah,TE,4,CIN,CLE,1,1,100,11,0,11,11,11,0,0,0,0,0,2.10
48,722,Jason Witten,TE,4,DAL,LAR,2,1,50,9,0,9,5,9,0,0,0,0,0,1.90
49,14876,Dion Sims,TE,4,CHI,GB,1,1,100,8,0,8,8,8,0,0,0,0,0,1.80
50,18935,Gerald Everett,TE,4,LAR,DAL,3,1,33,8,0,8,3,8,0,0,0,0,0,1.80
51,18057,Seth DeValve,TE,4,CLE,CIN,4,1,25,2,0,2,1,2,0,0,0,0,0,1.20
52,13386,Lance Kendricks,TE,4,GB,CHI,1,1,100,0,0,0,0,0,0,0,0,0,0,1
53,1545,Anthony Fasano,TE,4,MIA,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,15866,Josh Hill,TE,4,NO,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,19176,Darrell Daniels,TE,4,IND,SEA,2,0,0,0,0,0,0,0,0,0,0,0,0,0
56,17223,Eric Tomlinson,TE,4,NYJ,JAX,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57,18105,David Morgan,TE,4,MIN,DET,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58,15239,Vance McDonald,TE,4,PIT,BAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59,5511,Brent Celek,TE,4,PHI,LAC,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60,17750,Ross Travis,TE,4,KC,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,19281,Jacob Hollister,TE,4,NE,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0
62,13170,Niles Paul,TE,4,WAS,KC,1,0,0,0,0,0,0,0,0,0,0,0,0,0
63,15640,Derek Carrier,TE,4,LAR,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,18101,Jerell Adams,TE,4,NYG,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,15371,MarQueis Gray,TE,4,MIA,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,19599,Trey Edmunds,TE,4,NO,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,16958,Randall Telfer,TE,4,CLE,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,16395,Xavier Grimble,TE,4,PIT,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,16648,Troy Niklas,TE,4,ARI,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,14496,Garrett Celek,TE,4,SF,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,16656,Logan Thomas,TE,4,BUF,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,17762,Chris Manhertz,TE,4,CAR,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,19219,Cethan Carter,TE,4,CIN,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,15305,Demetrius Harris,TE,4,KC,WAS,3,0,0,0,0,0,0,0,0,0,0,0,0,0
75,11345,Logan Paulsen,TE,4,SF,ARI,1,0,0,0,0,0,0,0,0,0,0,0,0,0
76,15937,Phillip Supernaw,TE,4,TEN,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,16853,Jeff Heuerman,TE,4,DEN,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,18931,Adam Shaheen,TE,4,CHI,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,17005,Geoff Swaim,TE,4,DAL,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,18990,Jonnu Smith,TE,4,TEN,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,19035,Eric Saubert,TE,4,ATL,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,16933,James O'Shaughnessy,TE,4,JAX,NYJ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
83,16988,Ben Koyack,TE,4,JAX,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,19067,Jeremy Sprinkle,TE,4,WAS,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,16491,Richard Rodgers,TE,4,GB,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,3061,Marcedes Lewis,TE,4,JAX,NYJ,4,0,0,0,0,0,0,0,0,0,0,0,0,0
87,14820,Sean McGrath,TE,4,LAC,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,15965,Trey Burton,TE,4,PHI,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,16954,Nick O'Leary,TE,4,BUF,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,13370,Luke Stocker,TE,4,TB,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,13016,Virgil Green,TE,4,DEN,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,13987,Dwayne Allen,TE,4,NE,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0
93,19410,Ricky Seals-Jones,TE,4,ARI,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,18019,Nick Vannett,TE,4,SEA,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,16829,Clive Walford,TE,4,OAK,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
