Rk,ID,Player,Pos,Week,Team,Opp,Att,Yds,Yds/Att,TD,Targets,Rec,Yds,TD,Fum,Lost,Fantasy Points
42,14533,Robert Turbin,RB,4,IND,SEA,6,8,1,1,0,0,0,0,0,0,6.80
43,16909,Jay Ajayi,RB,4,MIA,NO,12,46,4,0,1,1,8,0,0,0,6.40
44,5451,Jonathan Stewart,RB,4,CAR,NE,14,68,5,0,1,0,0,0,1,1,5.80
45,7969,Jamaal Charles,RB,4,DEN,OAK,5,33,7,0,1,1,14,0,0,0,5.70
46,13124,DeMarco Murray,RB,4,TEN,HOU,7,31,4,0,2,2,4,0,0,0,5.50
47,12239,Chris Ivory,RB,4,JAX,NYJ,9,42,5,0,3,1,2,0,0,0,5.40
48,14901,Kyle Juszczyk,FB,4,SF,ARI,1,8,8,0,3,3,15,0,0,0,5.30
49,15138,Eddie Lacy,RB,4,SEA,IND,11,52,5,0,0,0,0,0,0,0,5.20
50,14872,Mike Gillislee,RB,4,NE,CAR,12,49,4,0,0,0,0,0,0,0,4.90
51,15071,Latavius Murray,RB,4,MIN,DET,7,21,3,0,2,2,8,0,0,0,4.90
52,18957,D'Onta Foreman,RB,4,HOU,TEN,13,45,4,0,0,0,0,0,0,0,4.50
53,16776,Melvin Gordon,RB,4,LAC,PHI,10,22,2,0,3,1,7,0,0,0,3.90
54,16127,Isaiah Crowell,RB,4,CLE,CIN,7,20,3,0,2,1,7,0,0,0,3.70
55,18690,Jalen Richard,RB,4,OAK,DEN,2,7,4,0,1,1,20,0,0,0,3.70
56,16112,Jeremy Hill,RB,4,CIN,CLE,6,16,3,0,1,1,10,0,1,0,3.60
57,12780,Shane Vereen,RB,4,NYG,TB,5,14,3,0,2,1,11,0,0,0,3.50
58,14789,Jamize Olawale,FB,4,OAK,DEN,1,2,2,0,2,2,13,0,0,0,3.50
59,14783,James Develin,RB,4,NE,CAR,0,0,0,0,2,2,14,0,0,0,3.40
60,14891,Tommy Bohanon,FB,4,JAX,NYJ,0,0,0,0,2,2,14,0,0,0,3.40
61,4738,Mike Tolbert,FB,4,BUF,ATL,8,31,4,0,0,0,0,0,1,0,3.10
62,16609,Charles Sims,RB,4,TB,NYG,1,14,14,0,1,1,7,0,0,0,3.10
63,18003,Kenyan Drake,RB,4,MIA,NO,1,6,6,0,3,2,5,0,0,0,3.10
64,19548,Corey Clement,RB,4,PHI,LAC,10,30,3,0,0,0,0,0,0,0,3
65,19319,Matt Breida,RB,4,SF,ARI,9,16,2,0,3,1,4,0,0,0,3
66,17972,Paul Perkins,RB,4,NYG,TB,9,13,1,0,2,1,6,0,0,0,2.90
67,16855,Ty Montgomery,RB,4,GB,CHI,5,28,6,0,0,0,0,0,0,0,2.80
68,18993,Samaje Perine,RB,4,WAS,KC,6,27,5,0,0,0,0,0,0,0,2.70
69,15102,Chris Thompson,RB,4,WAS,KC,6,23,4,0,2,1,4,0,1,1,2.70
70,15207,Benjamin Cunningham,RB,4,CHI,GB,5,26,5,0,0,0,0,0,0,0,2.60
71,18983,James Conner,RB,4,PIT,BAL,4,26,7,0,0,0,0,0,0,0,2.60
72,17053,Malcolm Brown,RB,4,LAR,DAL,1,0,0,0,1,1,14,0,0,0,2.40
73,18451,Rob Kelley,RB,4,WAS,KC,7,23,3,0,1,0,0,0,0,0,2.30
74,18995,Jamaal Williams,RB,4,GB,CHI,4,11,3,0,1,1,2,0,0,0,2.30
75,15126,Theo Riddick,RB,4,DET,MIN,4,4,1,0,2,1,8,0,0,0,2.20
76,15631,Derrick Coleman,FB,4,ATL,BUF,0,0,0,0,2,1,11,0,0,0,2.10
77,16966,Aaron Ripkowski,FB,4,GB,CHI,1,4,4,0,2,1,6,0,0,0,2
78,15010,Kerwynn Williams,RB,4,ARI,SF,1,-1,-1,0,1,1,10,0,0,0,1.90
79,17970,Devontae Booker,RB,4,DEN,OAK,3,14,5,0,0,0,0,0,0,0,1.40
80,17197,Corey Grant,RB,4,JAX,NYJ,2,9,5,0,1,1,-5,0,0,0,1.40
81,16345,Branden Oliver,RB,4,LAC,PHI,2,1,1,0,1,1,2,0,0,0,1.30
82,12386,Marshawn Lynch,RB,4,OAK,DEN,9,12,1,0,1,0,0,0,0,0,1.20
83,16189,Alfred Blue,RB,4,HOU,TEN,4,12,3,0,0,0,0,0,0,0,1.20
84,16856,Matt Jones,RB,4,IND,SEA,4,11,3,0,0,0,0,0,0,0,1.10
85,17959,Derrick Henry,RB,4,TEN,HOU,6,7,1,0,0,0,0,0,0,0,0.70
86,18061,Deandre Washington,RB,4,OAK,DEN,1,4,4,0,1,0,0,0,0,0,0.40
87,4807,Adrian Peterson,RB,4,NO,MIA,4,4,1,0,0,0,0,0,0,0,0.40
88,15966,David Fluellen,RB,4,TEN,HOU,1,3,3,0,0,0,0,0,0,0,0.30
89,18375,Peyton Barber,RB,4,TB,NYG,2,2,1,0,0,0,0,0,0,0,0.20
90,19078,Matt Dayes,RB,4,CLE,CIN,1,2,2,0,0,0,0,0,0,0,0.20
91,16031,Damien Williams,RB,4,MIA,NO,1,1,1,0,2,0,0,0,0,0,0.10
92,18617,Elijhaa Penny,RB,4,ARI,SF,1,1,1,0,0,0,0,0,0,0,0.10
93,17066,Terrell Watson,RB,4,PIT,BAL,1,1,1,0,0,0,0,0,0,0,0.10
94,16928,Michael Burton,FB,4,CHI,GB,0,0,0,0,0,0,0,0,0,0,0
95,13102,Jordan Todman,RB,4,HOU,TEN,0,0,0,0,0,0,0,0,0,0,0
96,13418,Anthony Sherman,FB,4,KC,WAS,0,0,0,0,0,0,0,0,0,0,0
97,17199,Akeem Hunt,RB,4,KC,WAS,0,0,0,0,1,0,0,0,0,0,0
98,17360,Rod Smith,RB,4,DAL,LAR,0,0,0,0,0,0,0,0,0,0,0
99,19033,Brian Hill,RB,4,ATL,BUF,0,0,0,0,0,0,0,0,0,0,0
100,17023,Zach Zenner,RB,4,DET,MIN,3,0,0,0,0,0,0,0,0,0,0
101,13741,Brandon Bolden,RB,4,NE,CAR,0,0,0,0,0,0,0,0,0,0,0
102,14352,Travaris Cadet,RB,4,NYJ,JAX,0,0,0,0,0,0,0,0,0,0,0
103,13063,Taiwan Jones,RB,4,BUF,ATL,0,0,0,0,0,0,0,0,0,0,0
104,17217,Raheem Mostert,RB,4,SF,ARI,0,0,0,0,0,0,0,0,0,0,0
105,18093,Andy Janovich,FB,4,DEN,OAK,0,0,0,0,0,0,0,0,0,0,0
106,16210,Jay Prosch,FB,4,HOU,TEN,0,0,0,0,0,0,0,0,0,0,0
107,18041,Tyler Ervin,RB,4,HOU,TEN,0,0,0,0,0,0,0,0,0,0,0
108,16934,Cameron Artis-Payne,RB,4,CAR,NE,0,0,0,0,0,0,0,0,0,0,0
109,16441,Senorise Perry,RB,4,MIA,NO,0,0,0,0,0,0,0,0,0,0,0
110,18652,CJ Ham,RB,4,MIN,DET,0,0,0,0,0,0,0,0,0,0,0
111,16534,Roosevelt Nix,RB,4,PIT,BAL,0,0,0,0,0,0,0,0,0,0,0
112,16869,Jalston Fowler,RB,4,TEN,HOU,0,0,0,0,0,0,0,0,0,0,0
113,18114,Dan Vitale,FB,4,CLE,CIN,0,0,0,0,0,0,0,0,0,0,0
114,18115,Derek Watt,FB,4,LAC,PHI,0,0,0,0,0,0,0,0,0,0,0
115,16378,Keith Smith,FB,4,DAL,LAR,0,0,0,0,0,0,0,0,0,0,0
116,15185,Kenjon Barner,RB,4,PHI,LAC,0,0,0,0,0,0,0,0,0,0,0
117,19072,Alex Armah,RB,4,CAR,NE,0,0,0,0,0,0,0,0,0,0,0
118,18376,Alan Cross,FB,4,TB,NYG,0,0,0,0,0,0,0,0,0,0,0
119,18339,Tre Madden,RB,4,SEA,IND,0,0,0,0,0,0,0,0,0,0,0
120,14786,Patrick DiMarco,FB,4,BUF,ATL,1,-2,-2,0,0,0,0,0,0,0,-0.20
121,16142,Terrance West,RB,4,BAL,PIT,4,-7,-2,0,0,0,0,0,0,0,-0.70
122,16510,Jerick McKinnon,RB,4,MIN,DET,2,0,0,0,2,0,0,0,1,1,-1
