Rk,ID,Player,Pos,Week,Team,Opp,Att,Yds,Yds/Att,TD,Targets,Rec,Yds,TD,Fum,Lost,Fantasy Points
63,19003,Tarik Cohen,RB,5,CHI,MIN,6,13,2,0,1,1,-1,0,0,0,2.20
64,18652,CJ Ham,RB,5,MIN,CHI,1,0,0,0,2,1,11,0,0,0,2.10
65,16142,Terrance West,RB,5,BAL,OAK,2,17,9,0,0,0,0,0,0,0,1.70
66,16112,Jeremy Hill,RB,5,CIN,BUF,4,16,4,0,0,0,0,0,0,0,1.60
67,18617,Elijhaa Penny,RB,5,ARI,PHI,0,0,0,0,1,1,6,0,0,0,1.60
68,14789,Jamize Olawale,FB,5,OAK,BAL,2,13,7,0,0,0,0,0,0,0,1.30
69,14269,Alfred Morris,RB,5,DAL,GB,2,10,5,0,1,0,0,0,0,0,1
70,18983,James Conner,RB,5,PIT,JAX,3,9,3,0,1,0,0,0,0,0,0.90
71,17959,Derrick Henry,RB,5,TEN,MIA,4,9,2,0,0,0,0,0,0,0,0.90
72,17217,Raheem Mostert,RB,5,SF,IND,1,3,3,0,0,0,0,0,0,0,0.30
73,16966,Aaron Ripkowski,FB,5,GB,DAL,1,2,2,0,0,0,0,0,0,0,0.20
74,18995,Jamaal Williams,RB,5,GB,DAL,1,1,1,0,0,0,0,0,0,0,0.10
75,13741,Brandon Bolden,RB,5,NE,TB,0,0,0,0,0,0,0,0,0,0,0
76,14783,James Develin,RB,5,NE,TB,0,0,0,0,1,0,0,0,0,0,0
77,18375,Peyton Barber,RB,5,TB,NE,0,0,0,0,0,0,0,0,0,0,0
78,14891,Tommy Bohanon,FB,5,JAX,PIT,0,0,0,0,0,0,0,0,0,0,0
79,16534,Roosevelt Nix,RB,5,PIT,JAX,0,0,0,0,0,0,0,0,0,0,0
80,17066,Terrell Watson,RB,5,PIT,JAX,0,0,0,0,0,0,0,0,0,0,0
81,17197,Corey Grant,RB,5,JAX,PIT,0,0,0,0,1,0,0,0,0,0,0
82,14352,Travaris Cadet,RB,5,NYJ,CLE,0,0,0,0,0,0,0,0,0,0,0
83,18114,Dan Vitale,FB,5,CLE,NYJ,0,0,0,0,0,0,0,0,0,0,0
84,19078,Matt Dayes,RB,5,CLE,NYJ,0,0,0,0,0,0,0,0,0,0,0
85,16402,Andre Williams,RB,5,LAC,NYG,0,0,0,0,0,0,0,0,0,0,0
86,18115,Derek Watt,FB,5,LAC,NYG,0,0,0,0,0,0,0,0,0,0,0
87,13063,Taiwan Jones,RB,5,BUF,CIN,0,0,0,0,0,0,0,0,0,0,0
88,14549,Joe Banyard,RB,5,BUF,CIN,0,0,0,0,0,0,0,0,0,0,0
89,14786,Patrick DiMarco,FB,5,BUF,CIN,0,0,0,0,0,0,0,0,0,0,0
90,15966,David Fluellen,RB,5,TEN,MIA,0,0,0,0,0,0,0,0,0,0,0
91,16441,Senorise Perry,RB,5,MIA,TEN,0,0,0,0,0,0,0,0,0,0,0
92,16869,Jalston Fowler,RB,5,TEN,MIA,0,0,0,0,1,0,0,0,0,0,0
93,18003,Kenyan Drake,RB,5,MIA,TEN,1,0,0,0,0,0,0,0,0,0,0
94,15616,Fozzy Whittaker,RB,5,CAR,DET,0,0,0,0,0,0,0,0,0,0,0
95,16934,Cameron Artis-Payne,RB,5,CAR,DET,0,0,0,0,0,0,0,0,0,0,0
96,19072,Alex Armah,RB,5,CAR,DET,0,0,0,0,0,0,0,0,0,0,0
97,18339,Tre Madden,RB,5,SEA,LAR,0,0,0,0,0,0,0,0,0,0,0
98,19090,Devante Mays,RB,5,GB,DAL,0,0,0,0,0,0,0,0,0,0,0
99,13102,Jordan Todman,RB,5,HOU,KC,0,0,0,0,0,0,0,0,0,0,0
100,13418,Anthony Sherman,FB,5,KC,HOU,0,0,0,0,1,0,0,0,0,0,0
101,16189,Alfred Blue,RB,5,HOU,KC,0,0,0,0,0,0,0,0,0,0,0
102,16210,Jay Prosch,FB,5,HOU,KC,0,0,0,0,0,0,0,0,0,0,0
103,17199,Akeem Hunt,RB,5,KC,HOU,0,0,0,0,0,0,0,0,0,0,0
104,16928,Michael Burton,FB,5,CHI,MIN,0,0,0,0,0,0,0,0,0,0,0
105,15010,Kerwynn Williams,RB,5,ARI,PHI,3,-2,-1,0,0,0,0,0,0,0,-0.20
